Fri Dec 23 13:25:21 2022 -- New position of the end effector: x = 0.016045, z = 0.000000
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 6.396701, z = 1.134343
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 6.522110, z = 1.134343
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 6.522110, z = 1.089784
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 6.522110, z = 1.110811
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 6.598416, z = 1.110811
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 6.643708, z = 1.110811
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 7.056092, z = 1.110811
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 7.056092, z = 1.135233
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 6.757509, z = 1.135233
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 7.243079, z = 1.135233
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 6.994886, z = 1.135233
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 7.052149, z = 1.135233
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 7.052149, z = 1.191293
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 7.052149, z = 1.172273
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 7.027153, z = 1.172273
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 7.027153, z = 1.164929
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 7.257040, z = 1.164929
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 6.769948, z = 1.164929
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 6.769948, z = 1.216942
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 6.769948, z = 1.180639
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 6.769948, z = 1.188122
Fri Dec 23 13:25:27 2022 -- New position of the end effector: x = 7.327719, z = 1.188122
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.327719, z = 1.294353
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.327719, z = 1.246983
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.321064, z = 1.246983
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.321064, z = 1.256372
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.558172, z = 1.256372
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.087430, z = 1.256372
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.087430, z = 1.331389
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.087430, z = 1.305962
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.087430, z = 1.415936
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.087430, z = 1.375706
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.118446, z = 1.375706
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 6.991018, z = 1.375706
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.688929, z = 1.375706
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.688929, z = 1.393626
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.516567, z = 1.393626
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.516567, z = 1.393834
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.742309, z = 1.393834
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.742309, z = 1.378890
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.742309, z = 1.412228
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.742309, z = 1.390794
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.742309, z = 1.504267
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.225423, z = 1.504267
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.225423, z = 1.425829
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.673608, z = 1.425829
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.168703, z = 1.425829
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.599471, z = 1.425829
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.445032, z = 1.425829
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.375011, z = 1.425829
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.810476, z = 1.425829
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.457861, z = 1.425829
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.457861, z = 1.497851
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.496102, z = 1.497851
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.496102, z = 1.446860
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.496102, z = 1.583849
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.590223, z = 1.583849
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.590223, z = 1.597862
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.152124, z = 1.597862
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.633150, z = 1.597862
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.633150, z = 1.628570
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.460826, z = 1.628570
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.749530, z = 1.628570
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.749530, z = 1.574486
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.519910, z = 1.574486
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.519910, z = 1.571377
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.519910, z = 1.577714
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.519910, z = 1.673888
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.519910, z = 1.698131
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.519910, z = 1.626308
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.519910, z = 1.642387
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.519910, z = 1.749223
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.271030, z = 1.749223
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.101479, z = 1.749223
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.101479, z = 1.694024
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.101479, z = 1.711036
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.879716, z = 1.711036
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.160423, z = 1.711036
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.160423, z = 1.772144
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.368409, z = 1.772144
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.368409, z = 1.711522
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.368409, z = 1.792798
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.368409, z = 1.778866
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.502607, z = 1.778866
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.198294, z = 1.778866
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.198294, z = 1.871077
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.198294, z = 1.779109
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.543950, z = 1.779109
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.427500, z = 1.779109
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.208693, z = 1.779109
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.476216, z = 1.779109
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.476216, z = 1.767477
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.986537, z = 1.767477
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 7.986537, z = 1.804124
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.728870, z = 1.804124
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.728870, z = 1.804619
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.728870, z = 1.994130
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.085417, z = 1.994130
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.085417, z = 2.007950
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.085417, z = 1.998290
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.369912, z = 1.998290
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.537697, z = 1.998290
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.813873, z = 1.998290
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.113728, z = 1.998290
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.377615, z = 1.998290
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.377615, z = 2.011791
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.413206, z = 2.011791
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.574676, z = 2.011791
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.956856, z = 2.011791
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.956856, z = 1.874450
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.956856, z = 1.902738
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.956856, z = 2.034009
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.956856, z = 1.941712
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.982239, z = 1.941712
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.982239, z = 1.953128
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.982239, z = 2.097549
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.982239, z = 2.028532
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.543442, z = 2.028532
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.017620, z = 2.028532
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.608678, z = 2.028532
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.608678, z = 2.096860
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.608678, z = 2.098651
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.957780, z = 2.098651
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.957780, z = 2.132212
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.957780, z = 2.069489
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.957780, z = 2.109192
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.957780, z = 2.202799
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.957780, z = 2.217884
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.512069, z = 2.217884
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.512069, z = 2.195642
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.888906, z = 2.195642
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.888906, z = 2.155618
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.167290, z = 2.155618
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.932978, z = 2.155618
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.932978, z = 2.210188
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.777458, z = 2.210188
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.777458, z = 2.228074
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.135141, z = 2.228074
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.701400, z = 2.228074
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.333937, z = 2.228074
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.333937, z = 2.339164
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.333937, z = 2.310771
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.333937, z = 2.267805
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.333937, z = 2.284145
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.333937, z = 2.303746
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.419780, z = 2.303746
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.419780, z = 2.404149
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.419780, z = 2.276596
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.569932, z = 2.276596
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.864284, z = 2.276596
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.811365, z = 2.276596
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 8.811365, z = 2.267892
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.613765, z = 2.267892
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.081338, z = 2.267892
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.081338, z = 2.283944
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.081338, z = 2.384929
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.081338, z = 2.514613
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.081338, z = 2.446474
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.555793, z = 2.446474
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.709612, z = 2.446474
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.356003, z = 2.446474
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.607279, z = 2.446474
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.245134, z = 2.446474
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.245134, z = 2.535093
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.241978, z = 2.535093
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.241978, z = 2.468673
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.241978, z = 2.558262
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.241978, z = 2.608284
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.241978, z = 2.524447
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.802577, z = 2.524447
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.802577, z = 2.653664
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.770969, z = 2.653664
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.725662, z = 2.653664
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.725662, z = 2.582794
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.443824, z = 2.582794
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.443824, z = 2.627117
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.443824, z = 2.684900
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.443824, z = 2.569767
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.443824, z = 2.606375
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.443824, z = 2.571304
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.443824, z = 2.751261
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.443824, z = 2.776984
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.443824, z = 2.798468
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 9.402209, z = 2.798468
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 10.136135, z = 2.798468
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 10.136135, z = 2.604009
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 10.136135, z = 2.716039
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 10.136135, z = 2.858604
Fri Dec 23 13:25:28 2022 -- New position of the end effector: x = 10.136135, z = 2.821526
